what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399283632
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387399283762
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1387399285251
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387399287254
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1387399294368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399327337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399492096
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387399497607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399503746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399540881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399544252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399736309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399736531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399738900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399739185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399740575
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387399740600
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387399740601
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387399740931
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1387399742477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399753240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399755184
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1387399755203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1387399755203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399762347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399776298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1387399776334
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1387399778606
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387399783794
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387399784296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399787273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399794970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399796340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399800568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399802106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399806982
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387399809087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399810337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399812583
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387399813128
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1387399815751
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1387399815751
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1387399815768
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1387399815808
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1387399815842
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1387399815906
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1387399815906
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1387399815906
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1387399815992
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1387399816009
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1387399816056
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1387399816056
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1387399816073
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1387399816073
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1387399816073
stopped,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1387399816073
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1387470580754
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1387470580754
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1387470580754
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1387470580770
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1387470580770
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1387470580770
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1387470580770
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1387470580770
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1387470580770
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1387470580770
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1387470580785
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1387470580801
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1387470580801
