what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1389278101329
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1389278101329
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1389278101329
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1389278101329
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1389278101344
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1389278101344
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1389278101344
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1389278101344
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1389278101360
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1389278101360
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1389278101360
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1389278101360
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1389278101360
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1389278101375
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1389278101375
os,sysinfo,,,"win32",1389278101391
arch,sysinfo,,,"x86",1389278101391
ws,sysinfo,,,"win32",1389278101391
locale,sysinfo,,,"fr_FR",1389278101391
processors,sysinfo,,,"2",1389278101391
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1389278101391
java.runtime.version,sysinfo,,,"1.7.0_40-b43",1389278101391
java.specification.name,sysinfo,,,"Java Platform API Specification",1389278101391
java.specification.vendor,sysinfo,,,"Oracle Corporation",1389278101391
java.specification.version,sysinfo,,,"1.7",1389278101391
java.vendor,sysinfo,,,"Oracle Corporation",1389278101407
java.version,sysinfo,,,"1.7.0_40",1389278101407
java.vm.info,sysinfo,,,"mixed mode, sharing",1389278101407
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1389278101407
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1389278101407
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1389278101407
java.vm.specification.version,sysinfo,,,"1.7",1389278101407
java.vm.vendor,sysinfo,,,"Oracle Corporation",1389278101407
java.vm.version,sysinfo,,,"24.0-b56",1389278101407
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1389278101454
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1389278102230
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1389278103527
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389278133174
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1389278134084
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1389278134099
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1389278134443
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1389278134443
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1389278134459
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1389278134459
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1389278134459
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1389278134459
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1389278134459
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1389278134474
